[0],(ROOT (INTJ (UH Okay)))
[339],"(ROOT (PRN (CC and) (S (NP (PRP he)) (VP (VP (VBD took) (NP (NP (DT a) (NN couple)) (PP (IN of) (NP (NP (NNS courses)) (PP (IN in) (NP (NN economics))))))) (CC and) (VP (VBD decided) (SBAR (S (NP (DT that)) (VP (VBD was) (RB n't)))) (, ,))))))"
[342],"(ROOT (S (NP (PRP He)) (VP (BES 's) (, ,) (S (INTJ (UH um)) (, ,) (NP (PRP he)) (VP (BES 's) (VP (VBG going) (S (VP (TO to) (VP (VB be) (NP (DT a) (NN junior))))))))) (. .)))"
[341],(ROOT (SBARQ (CC or) (SQ (VBZ is) (NP (DT this) (JJ early) (NNS admissions))) (. ?)))
"[344, 346]","(ROOT (ADJP (RB So) (SBAR (S (S (NP (PRP he)) (VP (BES 's))) (, ,) (RB So) (S (NP (PRP he)) (VP (BES 's) (PRN (, ,) (INTJ (UH yeah)) (, ,))))))))"
"[343, 345]","(ROOT (S (S (NP (PRP He)) (VP (MD 'll) (VP (VB be)))) (, ,) (NP (PRP he)) (VP (BES 's) (VP (VBG finishing) (NP (PRP$ his) (NN sophomore)) (NP (NN year)) (SBAR (IN so) (S (NP (PRP he)) (VP (BES 's) (NP (GW double) (^VBG majoring))))))) (. .)))"
[347],(ROOT (S (NP (UH well)) (VP (VBZ sounds) (SBAR (IN like) (S (NP (PRP you)) (VP (VBP have) (NP (CD two) (JJ talented) (NNS sons)))))) (. .)))
[349],"(ROOT (PRN (S (S (NP (PRP I)) (VP (VBP think))) (, ,) (CC and) (S (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS people)))) (VP (VBP talk) (PP (IN about))))) (, ,)))"
[350],"(ROOT (PRN (CC and) (S (NP (PRP it)) (VP (BES 's) (RB not) (NP (NP (DT the) (NNS economics)) (SBAR (S (NP (PRP I)) (VP (ADVP (RB solely)) (VBN zeroed) (PRT (RP in)) (PP (RP on))))))) (, ,))))"
[348],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (S (VP (VP (VB see) (NP (NP (DT the) (NN advice)) (SBAR (S (NP (PRP we)) (VP (VBP give) (SBAR (S (VP (VBZ is) (S (VP (TO to) (VP (RB not) (VB limit) (S (NP (PRP yourself)) (, ,) (ADVP (RB especially)) (NP (DT this)) (, ,) (NP (PRP you)) (VP (VBP know)))))))))))))) (, ,) (VP (VB go) (PP (IN to) (NP (DT a) (NN school))) (SBAR (WHADVP (WRB where)) (S (NP (PRP you)) (VP (VBP 're) (RB not) (VP (VBN forced) (S (VP (TO to) (VP (VB make) (ADJP (RB too) (JJ many)))))))))) (NP (JJ irrevocable) (NNS decisions))) (NP (NP (PRP$ your) (JJ first) (NN year)) (CC or) (NP (CD two))))) (. .)))"
[351],(ROOT (S (CC but) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS people)))) (VP (VBP think) (SBAR (SBAR (S (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS people)))) (VP (VBP think) (PP (IN about) (NP (DT the) (NN tuition) (NN level)))))) (CC and) (SBAR (WHNP (WP what)) (S (ADVP (RB exactly)) (VP (VBP are) (S (NP (PRP you)) (VP (VBG getting) (PP (IN in) (NP (NN return)))))))))))))))
[353],"(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBP think) (SBAR (IN that) (S (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS people)))) (VP (VBP shy) (PRT (RP away)) (PP (IN from) (NP (NP (DT the) (JJR smaller) (NNS coll-)) (, ,) (NP (NP (NNS colleges)) (PP (IN because) (PP (IN of) (NP (DT that))))) (, ,))))))))))"
[352],(ROOT (INTJ (UH Yeah) (. .)))
[355],"(ROOT (S (NP (NP (FRAG (INTJ (UH Well)) (, ,) (NP (CD one)))) (PP (IN of) (NP (NP (DT the) (NNS things)) (SBAR (S (NP (PRP we)) (VP (VBD said))))))) (VP (VBZ is) (SBAR (IN that) (S (NP (PRP they)) (VP (MD should) (VP (VB pick) (NP (DT the) (NN college)))) (, ,))))))"
[354],"(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (BES 's) (ADJP (RB rather) (JJ sad)))))) (, ,))))"
[356],"(ROOT (S (S (NP (DT this)) (VP (VBD was) (NP (NP (PRP$ our) (NN advice)) (, ,) (RRC (ADVP (ADVP (RB too)) (, ,) (ADVP (RB irrespective) (PP (IN of) (NP (DT the) (NN cost)))) (. .)) (NP (NP (DT That)) (ADVP (RB somehow))))))) (NP (PRP we)) (VP (MD would) (VP (VB manage))) (. .)))"
[357],(ROOT (S (NP (PRP You)) (VP (VBP are) (NP (JJ wonderful) (NNS parents))) (. .)))
[359],"(ROOT (INTJ (UH No) (, ,)))"
[360],"(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBP agree)) (, ,))))"
[361],"(ROOT (S (NP (PRP I)) (VP (VP (VBP mean)) (, ,) (NP (NP (PRP$ my) (NN husband)) (CC and) (NP (PRP I)))) (, ,)))"
[362],"(ROOT (S (PP (IN in) (NP (NN fact))) (, ,) (NP (PRP I)) (VP (VBP 'm) (S (VP (VP (VBG taking) (NP (PRP$ my) (NNP L) (NNP S) (NNP A) (NNP T) (NNS -s))) (PRN (, ,) (INTJ (UH um)) (, ,)))))))"
[358],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP we)) (VP (VBP place) (NP (NP (DT a) (ADJP (RB real) (JJ high)) (NN priority)) (PP (IN on) (NP (NP (NN education)) (PP (IN in) (NP (PRP$ our) (NN family))))))) (. .)))"
[364],"(ROOT (FRAG (INTJ (UH Oh)) (, ,) (NP (JJ good) (, ,))))"
[365],(ROOT (S (NP (DT that)) (VP (BES 's) (ADJP (JJ wonderful))) (. .)))
"[363, 366]",(ROOT (S (NP (PRP I)) (VP (VBP 'm) (UCP (NP (CD thirty) (NN something)) (CC and) (VP (VBG taking) (NP (PRP$ my) (NNP L) (NNP S) (NNP A) (GW T) (NNS -s)) (PP (IN on) (NP (NNP June) (JJ tenth)))))) (. .)))
[367],"(ROOT (S (INTJ (UH Oh)) (, ,) (NP (DT that)) (VP (BES 's) (ADJP (JJ great))) (. .)))"
[369],"(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ right))) (, ,)))"
[368],"(ROOT (S (S (NP (DT The) (NN point)) (VP (VBG being))) (, ,) (CC and) (S (NP (PRP$ your) (NNS sons)) (VP (MD will) (VP (VB learn) (NP (DT this)) (PP (IN from) (NP (PRP you))))) (PRN (, ,) (S (NP (PRP I)) (VP (VBP 'm) (ADJP (JJ sure)))) (, ,)) (SBAR (IN that) (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (NP (DT no) (NN matter)) (SBAR (WHNP (WDT what) (NN age)) (S (NP (PRP you)) (VP (VBP are))))) (, ,) (NP (PRP you)) (VP (MD can) (VP (VB learn))))))))"
