conversation_no,talk_day,length,topic_description,prompt,from_caller_sex,from_caller_education,from_caller_birth_year,from_caller_dialect_area,to_caller_sex,to_caller_education,to_caller_birth_year,to_caller_dialect_area,from_caller_id,to_caller_id
26610,920319,115, chatting ,,FEMALE,9,1917,Lancashire,MALE,9,1917,Lancashire,PS066,PS065
26611,920319,818, planning garden ,,FEMALE,9,1917,Lancashire,MALE,9,1917,Lancashire,PS066,PS065
43001,920222,0,  travelling to Wimborne  ,,MALE,9,1917,UNK,FEMALE,9,1940,UNK,PS0DX,PS0DY
43002,920222,0,  travelling to Wimborne  ,,MALE,9,1917,UNK,FEMALE,9,1940,UNK,PS0DX,PS0DY
43003,920222,0,  buying flour  ,,MALE,9,1917,UNK,UNKNOWN,9,1789,UNK,PS0DX,KCBPSUNK
43004,920222,0,  travelling from Wimborne to Throop  ,,MALE,9,1917,UNK,FEMALE,9,1940,UNK,PS0DX,PS0DY
43005,920222,0,  travelling from Wimborne to Throop  ,,MALE,9,1917,UNK,FEMALE,9,1940,UNK,PS0DX,PS0DY
43006,920222,0,  travelling from Wimborne to Throop  ,,MALE,9,1917,UNK,FEMALE,9,1940,UNK,PS0DX,PS0DY
43007,920222,0,  travelling from Wimborne to Throop  ,,MALE,9,1917,UNK,FEMALE,9,1940,UNK,PS0DX,PS0DY
43008,920222,0,  travelling from Wimborne to Throop  ,,FEMALE,9,1940,UNK,MALE,9,1917,UNK,PS0DY,PS0DX
43009,920222,0,  travelling from Wimborne to Throop  ,,MALE,9,1917,UNK,FEMALE,9,1940,UNK,PS0DX,PS0DY
67301,920130,182, preparing the dinner ,,FEMALE,9,1952,Scottish,FEMALE,9,1982,Scottish,PS0WN,PS0WR
67308,920131,265, household and family work ,,FEMALE,9,1952,Scottish,MALE,9,1940,Scottish,PS0WN,PS0WW
67501,920204,30, sitting in dental surgery ,,MALE,9,1982,Scottish,FEMALE,9,1952,Scottish,PS0WS,PS0WN
67502,920204,60, sitting in dental surgery ,,FEMALE,9,1982,Scottish,FEMALE,9,1952,Scottish,PS0WR,PS0WN
67601,920131,510, household chores ,,FEMALE,9,1952,Scottish,MALE,9,1982,Scottish,PS0WN,PS0WS
67604,92,87,Unspecified,,FEMALE,9,1982,Scottish,FEMALE,9,1952,Scottish,PS0WR,PS0WN
67607,92,154, watching television ,,FEMALE,9,1952,Scottish,MALE,9,1982,Scottish,PS0WN,PS0WS
28002,920313,183, cooking dinner ,,FEMALE,9,1972,Welsh,MALE,9,1940,Welsh,PS1EP,PS1EM
28202,920317,38, preparing tea ,,FEMALE,9,1940,Welsh,FEMALE,9,1972,Welsh,PS1EN,PS1EP
28206,920318,920, reading local paper ,,FEMALE,9,1972,Welsh,FEMALE,9,1940,Welsh,PS1EP,PS1EN
28302,920318,407, reading ,,FEMALE,9,1972,Welsh,FEMALE,9,1940,Welsh,PS1EP,PS1EN
28501,920319,39, talking ,,FEMALE,9,1917,Welsh,FEMALE,9,1940,Welsh,PS1ET,PS1EN
28606,920319,29, with friends ,,MALE,9,1972,Welsh,UNKNOWN,9,1789,UNK,PS1ER,KCFPSUNK
37903,920220,84, drinking coffee ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38002,920220,610, teaching ,,MALE,9,1982,Lower south-west England,MALE,9,1917,East Anglian,PS0W7,PS0W2
38003,920220,2655, teaching ,,MALE,9,1917,East Anglian,FEMALE,9,1982,Lower south-west England,PS0W2,PS0W8
38103,920221,14, early morning cup of tea ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38107,920221,9, walk out to buy papers ,,MALE,9,1917,East Anglian,UNKNOWN,9,1789,UNK,PS0W2,KE2PSUNK
38109,920221,45, eating breakfast ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38112,920221,66, eating breakfast ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38203,920221,22, shopping ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
38301,920221,79, preparing and eating lunch and clearing up ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
38402,920221,91, cooking and eating evening meal ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
38404,920221,16, cooking and eating evening meal ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
38407,920221,16, cooking and eating evening meal ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38408,920221,28, clearing up after meal ,,MALE,9,1917,East Anglian,UNKNOWN,9,1789,UNK,PS0W2,KE2PSUGP
38501,920222,209, walking to paper shop and having breakfast ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38601,920222,97, drinking coffee ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
38602,920222,19, drinking coffee ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38603,920222,42, doing crossword ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38604,920222,19, drinking coffee ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
38606,920222,66, talking ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
38701,920223,178, going to church ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
38704,920223,47, drinking coffee ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38705,920223,203, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38706,920223,299, talking ,,MALE,9,1917,East Anglian,UNKNOWN,9,1789,UNK,PS0W2,KE2PSUNK
38801,920223,31, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38802,920223,51, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38803,920223,331, talking ,,MALE,9,1917,East Anglian,MALE,9,1952,Lower south-west England,PS0W2,PS0W3
38804,920223,46, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38805,920223,71, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38901,920223,251, talking in garden ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
38902,920223,18, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38903,920223,66, watching television ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
38904,920223,17, watching television ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
38905,920223,20, watching television ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38906,920223,27, watching television ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38907,920223,15, odd jobs about house ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38908,920223,417, watching television ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38909,920223,75, watching television ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
38910,920223,57, eating evening meal ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39001,920223,22, watching television ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39002,920223,34, watching television ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39003,920223,33, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39004,920223,33, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39005,920223,20, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39006,920223,165, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39007,920224,193, having breakfast ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39101,920224,73, counting money ,,MALE,9,1917,East Anglian,MALE,9,1982,Lower south-west England,PS0W2,PS0W7
39104,920224,63, going home ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
39202,920224,29, reading paper ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39203,920224,325, reading paper ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39204,920224,168, doing crossword ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39205,920224,17, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39206,920224,16, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39207,920224,271, talking ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
39208,920224,476, going shopping ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39301,920224,399, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39302,920224,155, reading ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
39303,920224,210, reading newspaper ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
39304,920224,256, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39305,920224,260, reading paper ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39306,920224,318, teaching ,,FEMALE,9,1982,Lower south-west England,MALE,9,1917,East Anglian,PS0W5,PS0W2
39307,920224,2698, teaching ,,MALE,9,1917,East Anglian,FEMALE,9,1982,Lower south-west England,PS0W2,PS0W5
39401,920224,19, having evening meal ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39407,920225,13, collecting newspapers and clearing out a parish hall ,,MALE,9,1917,East Anglian,UNKNOWN,9,1789,UNK,PS0W2,KE2PSUNK
39412,920225,7, clearing out a parish hall ,,MALE,9,1917,East Anglian,FEMALE,9,1952,Lower south-west England,PS0W2,PS0W9
39413,920225,14, clearing out a parish hall ,,MALE,9,1917,East Anglian,FEMALE,9,1952,Lower south-west England,PS0W2,PS0W9
39502,920225,1470, going home ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
39503,920225,62, in garden ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39504,920225,10, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39505,920225,36, drinking coffee ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39506,920225,25, having lunch ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
39507,920225,147, having lunch ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39508,920225,1469, going shopping ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39601,920225,32, preparing and eating lunch ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39604,920225,20, walking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39607,920226,54, collecting newspaper ,,MALE,9,1917,East Anglian,UNKNOWN,9,1789,UNK,PS0W2,KE2PSUNK
39608,920226,83, collecting newspaper ,,MALE,9,1917,East Anglian,UNKNOWN,9,1789,UNK,PS0W2,KE2PSUNK
39609,920226,80, collecting newspaper ,,UNKNOWN,9,1789,UNK,MALE,9,1917,East Anglian,KE2PSUNK,PS0W2
39610,920226,59, collecting newspaper ,,UNKNOWN,9,1789,UNK,MALE,9,1917,East Anglian,KE2PSUNK,PS0W2
39611,920226,163, collecting newspaper ,,MALE,9,1917,East Anglian,UNKNOWN,9,1789,UNK,PS0W2,KE2PSUNK
39612,920226,0," preparing food, having breakfast, reading newspaper ",,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39614,920226,228," preparing food, having breakfast, reading newspaper ",,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39615,920226,27," preparing food, having breakfast, reading newspaper ",,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39616,920226,462," preparing food, having breakfast, reading newspaper ",,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39702,920226,65, eating lunch and doing crossword ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39705,920227,22, collecting newspaper ,,MALE,9,1917,East Anglian,UNKNOWN,9,1789,UNK,PS0W2,KE2PSUNK
39802,920227,351, watching television ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
39803,920227,145, looking at maps ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39804,920227,345, parking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39805,920227,26, shopping ,,MALE,9,1917,East Anglian,UNKNOWN,9,1789,UNK,PS0W2,KE2PSUNK
39807,920227,1418, doing crossword ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
39808,920227,97, doing crossword ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
141105,010101,0,Unspecified,,MALE,9,1789,UNK,MALE,9,1789,UNK,PS53C,PS53D
141107,010101,0,Unspecified,,UNKNOWN,9,1789,UNK,MALE,9,1789,UNK,KPAPSUNK,PS53C
141301,010101,0,Unspecified,,MALE,9,1789,UNK,UNKNOWN,9,1789,UNK,PS53C,KPAPSUNK
141302,010101,0,Unspecified,,MALE,9,1789,UNK,UNKNOWN,9,1789,UNK,PS53C,KPAPSUNK
141403,010101,0,Unspecified,,UNKNOWN,9,1789,UNK,MALE,9,1789,UNK,KPAPSUNK,PS53C
36405,920222,25, shopping ,,FEMALE,9,1940,Central south-west England,UNKNOWN,9,1789,UNK,PS0X8,KE6PSUNK
36902,920223,47, television on ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
36903,920223,121, television on ,,FEMALE,9,1962,Central south-west England,FEMALE,9,1940,Central south-west England,PS0X9,PS0X8
37001,920224,46, talking ,,FEMALE,9,1940,Central south-west England,MALE,9,1940,Central south-west England,PS0X8,PS0XA
37004,920224,1097, talking ,,FEMALE,9,1962,Central south-west England,FEMALE,9,1940,Central south-west England,PS0X9,PS0X8
37005,920224,50, talking ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
37006,920224,349, talking ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
37101,920224,163, talking ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
37102,920224,37, talking ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
37201,920225,367, talking ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
37202,920225,858, talking ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
37303,920225,252, television on ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
37305,920225,84, television on ,,FEMALE,9,1962,Central south-west England,FEMALE,9,1940,Central south-west England,PS0X9,PS0X8
37504,920226,47, talking ,,MALE,9,1940,Central south-west England,FEMALE,9,1940,Central south-west England,PS0XA,PS0X8
37507,920226,172, talking ,,FEMALE,9,1962,Central south-west England,FEMALE,9,1940,Central south-west England,PS0X9,PS0X8
37508,920226,76, talking ,,FEMALE,9,1962,Central south-west England,FEMALE,9,1940,Central south-west England,PS0X9,PS0X8
37509,920226,336, talking ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
37701,920227,285, talking ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
37702,920227,115, talking ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
37705,920227,912, talking ,,FEMALE,9,1962,Central south-west England,FEMALE,9,1940,Central south-west England,PS0X9,PS0X8
130901,931016,1154,Unspecified,,UNKNOWN,9,1789,UNK,FEMALE,9,1973,Home Counties,KP5PSUNK,PS527
131102,010101,2697,  having a meal  ,,FEMALE,9,1789,Home Counties,UNKNOWN,9,1789,UNK,PS527,KP5PSUNK
31201,920318,930,  going to nans  ,,FEMALE,9,1962,Welsh,MALE,9,1962,Welsh,PS0LK,PS0LL
31402,920319,60,  working  ,,FEMALE,9,1962,Welsh,UNKNOWN,9,1789,UNK,PS0LK,KD8PSUGP
31701,920319,0,  Hairdressing  ,,FEMALE,9,1917,Welsh,FEMALE,9,1962,Welsh,PS0LR,PS0LK
31702,920319,0,  Hairdressing  ,,FEMALE,9,1962,Welsh,FEMALE,9,1917,Welsh,PS0LK,PS0LR
31703,920319,0,  Hairdressing  ,,FEMALE,9,1962,Welsh,FEMALE,9,1917,Welsh,PS0LK,PS0LR
31802,920320,0,  Working  ,,MALE,9,1962,Welsh,FEMALE,9,1962,Welsh,PS0LL,PS0LK
135801,010101,0,Unspecified,,UNKNOWN,9,1789,UNK,FEMALE,9,1789,UNK,KP9PSUNK,PS535
74301,920402,60,  having dinner  ,,MALE,9,1940,Lancashire,FEMALE,9,1940,North-west Midlands,PS6R9,PS6R8
74302,920402,480,Unspecified,,FEMALE,9,1940,North-west Midlands,MALE,9,1940,Lancashire,PS6R8,PS6R9
74306,920403,15,Unspecified,,FEMALE,9,1940,North-west Midlands,FEMALE,9,1917,Lancashire,PS6R8,PS6RC
73801,920402,196,  talking to political canvasser  ,,FEMALE,9,1962,North-west Midlands,MALE,9,1952,North-west Midlands,PS19L,PS19M
73803,920402,76,  with husband  ,,MALE,9,1952,North-west Midlands,FEMALE,9,1962,North-west Midlands,PS19M,PS19L
73902,920403,80,  having lunch with friend  ,,FEMALE,9,1962,North-west Midlands,FEMALE,9,1962,North-west Midlands,PS19L,PS19U
73904,920404,141,  talking in lounge  ,,FEMALE,9,1962,North-west Midlands,FEMALE,9,1917,North-west Midlands,PS19L,PS19V
73906,920404,507,  talking to husband over tea  ,,MALE,9,1952,North-west Midlands,FEMALE,9,1962,North-west Midlands,PS19M,PS19L
73907,920404,214,  talking to husband over tea  ,,MALE,9,1952,North-west Midlands,FEMALE,9,1962,North-west Midlands,PS19M,PS19L
74005,920409,15,  talking while eating tea and washing up  ,,FEMALE,9,1962,North-west Midlands,UNKNOWN,9,1789,UNK,PS19L,KCGPSUNK
3101,910602,189,Unspecified,,MALE,9,1939,UNK,FEMALE,9,1939,European,PS125,PS0H7
3102,910602,124,Unspecified,,MALE,9,1939,UNK,FEMALE,9,1939,European,PS125,PS0H7
3103,910602,346,Unspecified,,MALE,9,1939,UNK,FEMALE,9,1939,European,PS125,PS0H7
3104,910602,70,Unspecified,,FEMALE,9,1939,European,MALE,9,1939,UNK,PS0H7,PS125
3105,910602,125,Unspecified,,FEMALE,9,1939,European,MALE,9,1939,UNK,PS0H7,PS125
3106,910602,275,Unspecified,,FEMALE,9,1939,European,MALE,9,1939,UNK,PS0H7,PS125
3107,910602,96,Unspecified,,FEMALE,9,1939,European,MALE,9,1939,UNK,PS0H7,PS125
3108,910602,266,Unspecified,,FEMALE,9,1939,European,MALE,9,1939,UNK,PS0H7,PS125
3109,910602,255,Unspecified,,FEMALE,9,1939,European,MALE,9,1939,UNK,PS0H7,PS125
3202,910306,50,Unspecified,,FEMALE,9,1939,European,MALE,9,1939,UNK,PS0H7,PS125
3301,910602,40,Unspecified,,MALE,9,1961,European,FEMALE,9,1939,European,PS126,PS0H7
3302,910602,2166,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3303,910602,90,Unspecified,,MALE,9,1961,European,FEMALE,9,1939,European,PS126,PS0H7
3304,910602,690,Unspecified,,MALE,9,1961,European,FEMALE,9,1939,European,PS126,PS0H7
3305,910602,408,Unspecified,,MALE,9,1961,European,FEMALE,9,1939,European,PS126,PS0H7
3306,910602,265,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3307,910602,215,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3308,910602,257,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3501,910604,155,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3502,910604,170,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3503,910604,100,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3504,910604,184,Unspecified,,MALE,9,1961,European,FEMALE,9,1939,European,PS126,PS0H7
3505,910604,1110,Unspecified,,MALE,9,1961,European,FEMALE,9,1939,European,PS126,PS0H7
3506,910604,282,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3507,910604,235,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3508,910604,340,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3509,910604,133,Unspecified,,MALE,9,1961,European,FEMALE,9,1939,European,PS126,PS0H7
3601,910406,158,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3603,910406,458,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3604,910406,320,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3605,910406,518,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3606,910406,426,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3607,910406,266,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3608,910406,780,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3609,910406,135,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3610,910406,195,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3611,910406,58,Unspecified,,MALE,9,1939,UNK,FEMALE,9,1939,European,PS125,PS0H7
3612,910406,75,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3801,910605,627,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
3802,910605,33,Unspecified,,MALE,9,1961,European,FEMALE,9,1939,European,PS126,PS0H7
3803,910605,250,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
14001,911128,72,Unspecified,,FEMALE,9,1916,North-east Midlands,MALE,9,1916,London,PS0CG,PS0CH
14003,911128,16,Unspecified,,FEMALE,9,1916,North-east Midlands,FEMALE,9,1961,Home Counties,PS0CG,PS0CJ
14007,911128,30,Unspecified,,FEMALE,9,1916,North-east Midlands,MALE,9,1916,London,PS0CG,PS0CH
14008,911129,79,Unspecified,,FEMALE,9,1916,North-east Midlands,FEMALE,9,1961,Home Counties,PS0CG,PS0CJ
14010,911129,43, having hair done ,,FEMALE,9,1916,North-east Midlands,MALE,9,1939,UNK,PS0CG,PS0CN
14011,911129,14, having hair done ,,FEMALE,9,1916,North-east Midlands,MALE,9,1939,UNK,PS0CG,PS0CN
14105,911130,107, walking dog ,,FEMALE,9,1961,Home Counties,FEMALE,9,1916,North-east Midlands,PS0CJ,PS0CG
14204,911203,748,Unspecified,,FEMALE,9,1916,North-east Midlands,FEMALE,9,1789,UNK,PS0CG,PS0CM
14301,911204,144,Unspecified,,FEMALE,9,1916,North-east Midlands,UNKNOWN,9,1789,UNK,PS0CG,KC9PSUNK
14305,911204,48,Unspecified,,FEMALE,9,1916,North-east Midlands,UNKNOWN,9,1789,UNK,PS0CG,PS0CR
14307,911204,925,Unspecified,,FEMALE,9,1916,North-east Midlands,MALE,9,1939,UNK,PS0CG,PS0CN
14501,911205,164,Unspecified,,FEMALE,9,1916,North-east Midlands,MALE,9,1916,London,PS0CG,PS0CH
14503,911205,34,Unspecified,,FEMALE,9,1916,North-east Midlands,FEMALE,9,1951,London,PS0CG,PS0CK
14505,911205,94,Unspecified,,FEMALE,9,1916,North-east Midlands,FEMALE,9,1951,London,PS0CG,PS0CK
14602,911206,387,Unspecified,,FEMALE,9,1916,North-east Midlands,UNKNOWN,9,1789,UNK,PS0CG,KC9PSUNK
14603,911206,61,Unspecified,,FEMALE,9,1916,North-east Midlands,UNKNOWN,9,1789,UNK,PS0CG,KC9PSUNK
11301,911202,220,Unspecified,,FEMALE,9,1961,Central south-west England,MALE,9,1961,Central south-west England,PS029,PS02A
40702,920221,526, having evening meal ,,MALE,9,1940,Central south-west England,FEMALE,9,1940,Lower south-west England,PS09E,PS09F
40704,920224,228, servicing electrical goods ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
40705,920224,554, servicing electrical goods ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
40706,920224,407, servicing electrical goods ,,MALE,9,1952,London,MALE,9,1940,Central south-west England,PS09G,PS09E
40707,920224,724, servicing electrical goods ,,MALE,9,1952,London,MALE,9,1940,Central south-west England,PS09G,PS09E
40802,920224,706, repairing tv's ,,MALE,9,1952,London,MALE,9,1940,Central south-west England,PS09G,PS09E
40803,920224,35, repairing tv's ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
40804,920224,538, repairing tv's ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
40805,920224,178, repairing video ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
40806,920224,53, repairing video ,,MALE,9,1952,London,MALE,9,1940,Central south-west England,PS09G,PS09E
40902,920226,25, taking down wall cupboard ,,MALE,9,1982,Lower south-west England,MALE,9,1940,Central south-west England,PS09M,PS09E
40906,920227,382, servicing tv's ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
40907,920227,670, servicing tv's ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
41002,920227,179, servicing televisions ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
41004,920227,167, servicing televisions ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
41005,920227,626, servicing televisions ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
41101,920228,638, servicing televisions ,,UNKNOWN,9,1789,UNK,MALE,9,1940,Central south-west England,KC1PSUNK,PS09E
41102,920228,21, servicing televisions ,,UNKNOWN,9,1789,UNK,MALE,9,1940,Central south-west England,KC1PSUNK,PS09E
41103,920228,114, servicing televisions ,,MALE,9,1940,Central south-west England,UNKNOWN,9,1789,UNK,PS09E,KC1PSUNK
41104,920228,64, servicing televisions ,,MALE,9,1940,Central south-west England,UNKNOWN,9,1789,UNK,PS09E,KC1PSUNK
41105,920228,40, servicing televisions ,,UNKNOWN,9,1789,UNK,MALE,9,1940,Central south-west England,KC1PSUNK,PS09E
