conversation_no,talk_day,length,topic_description,prompt,from_caller_sex,from_caller_education,from_caller_birth_year,from_caller_dialect_area,to_caller_sex,to_caller_education,to_caller_birth_year,to_caller_dialect_area,from_caller_id,to_caller_id
026609,920319,45, talking ,,FEMALE,9,1917,Lancashire,MALE,9,1917,Lancashire,PS066,PS065
026610,920319,115, chatting ,,FEMALE,9,1917,Lancashire,MALE,9,1917,Lancashire,PS066,PS065
026611,920319,818, planning garden ,,FEMALE,9,1917,Lancashire,MALE,9,1917,Lancashire,PS066,PS065
043001,920222,0,  travelling to Wimborne  ,,MALE,9,1917,UNK,FEMALE,9,1940,UNK,PS0DX,PS0DY
043002,920222,0,  travelling to Wimborne  ,,MALE,9,1917,UNK,FEMALE,9,1940,UNK,PS0DX,PS0DY
043003,920222,0,  buying flour  ,,MALE,9,1917,UNK,UNKNOWN,9,1789,UNK,PS0DX,KCBPSUNK
043004,920222,0,  travelling from Wimborne to Throop  ,,MALE,9,1917,UNK,FEMALE,9,1940,UNK,PS0DX,PS0DY
043005,920222,0,  travelling from Wimborne to Throop  ,,MALE,9,1917,UNK,FEMALE,9,1940,UNK,PS0DX,PS0DY
043006,920222,0,  travelling from Wimborne to Throop  ,,MALE,9,1917,UNK,FEMALE,9,1940,UNK,PS0DX,PS0DY
043007,920222,0,  travelling from Wimborne to Throop  ,,MALE,9,1917,UNK,FEMALE,9,1940,UNK,PS0DX,PS0DY
043008,920222,0,  travelling from Wimborne to Throop  ,,FEMALE,9,1940,UNK,MALE,9,1917,UNK,PS0DY,PS0DX
043009,920222,0,  travelling from Wimborne to Throop  ,,MALE,9,1917,UNK,FEMALE,9,1940,UNK,PS0DX,PS0DY
067301,920130,182, preparing the dinner ,,FEMALE,9,1952,Scottish,FEMALE,9,1982,Scottish,PS0WN,PS0WR
067308,920131,265, household and family work ,,FEMALE,9,1952,Scottish,MALE,9,1940,Scottish,PS0WN,PS0WW
067501,920204,30, sitting in dental surgery ,,MALE,9,1982,Scottish,FEMALE,9,1952,Scottish,PS0WS,PS0WN
067502,920204,60, sitting in dental surgery ,,FEMALE,9,1982,Scottish,FEMALE,9,1952,Scottish,PS0WR,PS0WN
067601,920131,510, household chores ,,FEMALE,9,1952,Scottish,MALE,9,1982,Scottish,PS0WN,PS0WS
067604,92,87,Unspecified,,FEMALE,9,1982,Scottish,FEMALE,9,1952,Scottish,PS0WR,PS0WN
067607,92,154, watching television ,,FEMALE,9,1952,Scottish,MALE,9,1982,Scottish,PS0WN,PS0WS
028002,920313,183, cooking dinner ,,FEMALE,9,1972,Welsh,MALE,9,1940,Welsh,PS1EP,PS1EM
028202,920317,38, preparing tea ,,FEMALE,9,1940,Welsh,FEMALE,9,1972,Welsh,PS1EN,PS1EP
028206,920318,920, reading local paper ,,FEMALE,9,1972,Welsh,FEMALE,9,1940,Welsh,PS1EP,PS1EN
028302,920318,407, reading ,,FEMALE,9,1972,Welsh,FEMALE,9,1940,Welsh,PS1EP,PS1EN
028501,920319,39, talking ,,FEMALE,9,1917,Welsh,FEMALE,9,1940,Welsh,PS1ET,PS1EN
028606,920319,29, with friends ,,MALE,9,1972,Welsh,UNKNOWN,9,1789,UNK,PS1ER,KCFPSUNK
037903,920220,84, drinking coffee ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038002,920220,610, teaching ,,MALE,9,1982,Lower south-west England,MALE,9,1917,East Anglian,PS0W7,PS0W2
038003,920220,2655, teaching ,,MALE,9,1917,East Anglian,FEMALE,9,1982,Lower south-west England,PS0W2,PS0W8
038103,920221,14, early morning cup of tea ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038107,920221,9, walk out to buy papers ,,MALE,9,1917,East Anglian,UNKNOWN,9,1789,UNK,PS0W2,KE2PSUNK
038109,920221,45, eating breakfast ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038112,920221,66, eating breakfast ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038203,920221,22, shopping ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
038301,920221,79, preparing and eating lunch and clearing up ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
038402,920221,91, cooking and eating evening meal ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
038404,920221,16, cooking and eating evening meal ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
038407,920221,16, cooking and eating evening meal ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038408,920221,28, clearing up after meal ,,MALE,9,1917,East Anglian,UNKNOWN,9,1789,UNK,PS0W2,KE2PSUGP
038501,920222,209, walking to paper shop and having breakfast ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038601,920222,97, drinking coffee ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
038602,920222,19, drinking coffee ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038603,920222,42, doing crossword ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038604,920222,19, drinking coffee ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
038606,920222,66, talking ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
038701,920223,178, going to church ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
038704,920223,47, drinking coffee ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038705,920223,203, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038706,920223,299, talking ,,MALE,9,1917,East Anglian,UNKNOWN,9,1789,UNK,PS0W2,KE2PSUNK
038801,920223,31, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038802,920223,51, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038803,920223,331, talking ,,MALE,9,1917,East Anglian,MALE,9,1952,Lower south-west England,PS0W2,PS0W3
038804,920223,46, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038805,920223,71, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038901,920223,251, talking in garden ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
038902,920223,18, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038903,920223,66, watching television ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
038904,920223,17, watching television ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
038905,920223,20, watching television ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038906,920223,27, watching television ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038907,920223,15, odd jobs about house ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038908,920223,417, watching television ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038909,920223,75, watching television ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
038910,920223,57, eating evening meal ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039001,920223,22, watching television ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039002,920223,34, watching television ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039003,920223,33, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039004,920223,33, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039005,920223,20, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039006,920223,165, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039007,920224,193, having breakfast ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039101,920224,73, counting money ,,MALE,9,1917,East Anglian,MALE,9,1982,Lower south-west England,PS0W2,PS0W7
039104,920224,63, going home ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
039202,920224,29, reading paper ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039203,920224,325, reading paper ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039204,920224,168, doing crossword ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039205,920224,17, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039206,920224,16, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039207,920224,271, talking ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
039208,920224,476, going shopping ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039301,920224,399, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039302,920224,155, reading ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
039303,920224,210, reading newspaper ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
039304,920224,256, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039305,920224,260, reading paper ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039306,920224,318, teaching ,,FEMALE,9,1982,Lower south-west England,MALE,9,1917,East Anglian,PS0W5,PS0W2
039307,920224,2698, teaching ,,MALE,9,1917,East Anglian,FEMALE,9,1982,Lower south-west England,PS0W2,PS0W5
039401,920224,19, having evening meal ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039407,920225,13, collecting newspapers and clearing out a parish hall ,,MALE,9,1917,East Anglian,UNKNOWN,9,1789,UNK,PS0W2,KE2PSUNK
039412,920225,7, clearing out a parish hall ,,MALE,9,1917,East Anglian,FEMALE,9,1952,Lower south-west England,PS0W2,PS0W9
039413,920225,14, clearing out a parish hall ,,MALE,9,1917,East Anglian,FEMALE,9,1952,Lower south-west England,PS0W2,PS0W9
039502,920225,1470, going home ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
039503,920225,62, in garden ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039504,920225,10, talking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039505,920225,36, drinking coffee ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039506,920225,25, having lunch ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
039507,920225,147, having lunch ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039508,920225,1469, going shopping ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039601,920225,32, preparing and eating lunch ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039604,920225,20, walking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039607,920226,54, collecting newspaper ,,MALE,9,1917,East Anglian,UNKNOWN,9,1789,UNK,PS0W2,KE2PSUNK
039608,920226,83, collecting newspaper ,,MALE,9,1917,East Anglian,UNKNOWN,9,1789,UNK,PS0W2,KE2PSUNK
039609,920226,80, collecting newspaper ,,UNKNOWN,9,1789,UNK,MALE,9,1917,East Anglian,KE2PSUNK,PS0W2
039610,920226,59, collecting newspaper ,,UNKNOWN,9,1789,UNK,MALE,9,1917,East Anglian,KE2PSUNK,PS0W2
039611,920226,163, collecting newspaper ,,MALE,9,1917,East Anglian,UNKNOWN,9,1789,UNK,PS0W2,KE2PSUNK
039612,920226,0," preparing food, having breakfast, reading newspaper ",,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039614,920226,228," preparing food, having breakfast, reading newspaper ",,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039615,920226,27," preparing food, having breakfast, reading newspaper ",,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039616,920226,462," preparing food, having breakfast, reading newspaper ",,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039702,920226,65, eating lunch and doing crossword ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039705,920227,22, collecting newspaper ,,MALE,9,1917,East Anglian,UNKNOWN,9,1789,UNK,PS0W2,KE2PSUNK
039802,920227,351, watching television ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
039803,920227,145, looking at maps ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039804,920227,345, parking ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039805,920227,26, shopping ,,MALE,9,1917,East Anglian,UNKNOWN,9,1789,UNK,PS0W2,KE2PSUNK
039807,920227,1418, doing crossword ,,MALE,9,1917,East Anglian,FEMALE,9,1917,Irish,PS0W2,PS0W4
039808,920227,97, doing crossword ,,FEMALE,9,1917,Irish,MALE,9,1917,East Anglian,PS0W4,PS0W2
141105,010101,0,Unspecified,,MALE,9,1789,UNK,MALE,9,1789,UNK,PS53C,PS53D
141107,010101,0,Unspecified,,UNKNOWN,9,1789,UNK,MALE,9,1789,UNK,KPAPSUNK,PS53C
141301,010101,0,Unspecified,,MALE,9,1789,UNK,UNKNOWN,9,1789,UNK,PS53C,KPAPSUNK
141302,010101,0,Unspecified,,MALE,9,1789,UNK,UNKNOWN,9,1789,UNK,PS53C,KPAPSUNK
141403,010101,0,Unspecified,,UNKNOWN,9,1789,UNK,MALE,9,1789,UNK,KPAPSUNK,PS53C
036405,920222,25, shopping ,,FEMALE,9,1940,Central south-west England,UNKNOWN,9,1789,UNK,PS0X8,KE6PSUNK
036902,920223,47, television on ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
036903,920223,121, television on ,,FEMALE,9,1962,Central south-west England,FEMALE,9,1940,Central south-west England,PS0X9,PS0X8
037001,920224,46, talking ,,FEMALE,9,1940,Central south-west England,MALE,9,1940,Central south-west England,PS0X8,PS0XA
037004,920224,1097, talking ,,FEMALE,9,1962,Central south-west England,FEMALE,9,1940,Central south-west England,PS0X9,PS0X8
037005,920224,50, talking ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
037006,920224,349, talking ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
037101,920224,163, talking ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
037102,920224,37, talking ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
037201,920225,367, talking ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
037202,920225,858, talking ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
037303,920225,252, television on ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
037305,920225,84, television on ,,FEMALE,9,1962,Central south-west England,FEMALE,9,1940,Central south-west England,PS0X9,PS0X8
037504,920226,47, talking ,,MALE,9,1940,Central south-west England,FEMALE,9,1940,Central south-west England,PS0XA,PS0X8
037507,920226,172, talking ,,FEMALE,9,1962,Central south-west England,FEMALE,9,1940,Central south-west England,PS0X9,PS0X8
037508,920226,76, talking ,,FEMALE,9,1962,Central south-west England,FEMALE,9,1940,Central south-west England,PS0X9,PS0X8
037509,920226,336, talking ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
037701,920227,285, talking ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
037702,920227,115, talking ,,FEMALE,9,1940,Central south-west England,FEMALE,9,1962,Central south-west England,PS0X8,PS0X9
037705,920227,912, talking ,,FEMALE,9,1962,Central south-west England,FEMALE,9,1940,Central south-west England,PS0X9,PS0X8
130901,931016,1154,Unspecified,,UNKNOWN,9,1789,UNK,FEMALE,9,1973,Home Counties,KP5PSUNK,PS527
131102,010101,2697,  having a meal  ,,FEMALE,9,1789,Home Counties,UNKNOWN,9,1789,UNK,PS527,KP5PSUNK
031201,920318,930,  going to nans  ,,FEMALE,9,1962,Welsh,MALE,9,1962,Welsh,PS0LK,PS0LL
031402,920319,60,  working  ,,FEMALE,9,1962,Welsh,UNKNOWN,9,1789,UNK,PS0LK,KD8PSUGP
031701,920319,0,  Hairdressing  ,,FEMALE,9,1917,Welsh,FEMALE,9,1962,Welsh,PS0LR,PS0LK
031702,920319,0,  Hairdressing  ,,FEMALE,9,1962,Welsh,FEMALE,9,1917,Welsh,PS0LK,PS0LR
031703,920319,0,  Hairdressing  ,,FEMALE,9,1962,Welsh,FEMALE,9,1917,Welsh,PS0LK,PS0LR
031802,920320,0,  Working  ,,MALE,9,1962,Welsh,FEMALE,9,1962,Welsh,PS0LL,PS0LK
135801,010101,0,Unspecified,,UNKNOWN,9,1789,UNK,FEMALE,9,1789,UNK,KP9PSUNK,PS535
074301,920402,60,  having dinner  ,,MALE,9,1940,Lancashire,FEMALE,9,1940,North-west Midlands,PS6R9,PS6R8
074302,920402,480,Unspecified,,FEMALE,9,1940,North-west Midlands,MALE,9,1940,Lancashire,PS6R8,PS6R9
074306,920403,15,Unspecified,,FEMALE,9,1940,North-west Midlands,FEMALE,9,1917,Lancashire,PS6R8,PS6RC
073801,920402,196,  talking to political canvasser  ,,FEMALE,9,1962,North-west Midlands,MALE,9,1952,North-west Midlands,PS19L,PS19M
073803,920402,76,  with husband  ,,MALE,9,1952,North-west Midlands,FEMALE,9,1962,North-west Midlands,PS19M,PS19L
073902,920403,80,  having lunch with friend  ,,FEMALE,9,1962,North-west Midlands,FEMALE,9,1962,North-west Midlands,PS19L,PS19U
073904,920404,141,  talking in lounge  ,,FEMALE,9,1962,North-west Midlands,FEMALE,9,1917,North-west Midlands,PS19L,PS19V
073906,920404,507,  talking to husband over tea  ,,MALE,9,1952,North-west Midlands,FEMALE,9,1962,North-west Midlands,PS19M,PS19L
073907,920404,214,  talking to husband over tea  ,,MALE,9,1952,North-west Midlands,FEMALE,9,1962,North-west Midlands,PS19M,PS19L
074005,920409,15,  talking while eating tea and washing up  ,,FEMALE,9,1962,North-west Midlands,UNKNOWN,9,1789,UNK,PS19L,KCGPSUNK
003101,910602,189,Unspecified,,MALE,9,1939,UNK,FEMALE,9,1939,European,PS125,PS0H7
003102,910602,124,Unspecified,,MALE,9,1939,UNK,FEMALE,9,1939,European,PS125,PS0H7
003103,910602,346,Unspecified,,MALE,9,1939,UNK,FEMALE,9,1939,European,PS125,PS0H7
003104,910602,70,Unspecified,,FEMALE,9,1939,European,MALE,9,1939,UNK,PS0H7,PS125
003105,910602,125,Unspecified,,FEMALE,9,1939,European,MALE,9,1939,UNK,PS0H7,PS125
003106,910602,275,Unspecified,,FEMALE,9,1939,European,MALE,9,1939,UNK,PS0H7,PS125
003107,910602,96,Unspecified,,FEMALE,9,1939,European,MALE,9,1939,UNK,PS0H7,PS125
003108,910602,266,Unspecified,,FEMALE,9,1939,European,MALE,9,1939,UNK,PS0H7,PS125
003109,910602,255,Unspecified,,FEMALE,9,1939,European,MALE,9,1939,UNK,PS0H7,PS125
003202,910306,50,Unspecified,,FEMALE,9,1939,European,MALE,9,1939,UNK,PS0H7,PS125
003301,910602,40,Unspecified,,MALE,9,1961,European,FEMALE,9,1939,European,PS126,PS0H7
003302,910602,2166,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003303,910602,90,Unspecified,,MALE,9,1961,European,FEMALE,9,1939,European,PS126,PS0H7
003304,910602,690,Unspecified,,MALE,9,1961,European,FEMALE,9,1939,European,PS126,PS0H7
003305,910602,408,Unspecified,,MALE,9,1961,European,FEMALE,9,1939,European,PS126,PS0H7
003306,910602,265,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003307,910602,215,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003308,910602,257,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003501,910604,155,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003502,910604,170,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003503,910604,100,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003504,910604,184,Unspecified,,MALE,9,1961,European,FEMALE,9,1939,European,PS126,PS0H7
003505,910604,1110,Unspecified,,MALE,9,1961,European,FEMALE,9,1939,European,PS126,PS0H7
003506,910604,282,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003507,910604,235,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003508,910604,340,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003509,910604,133,Unspecified,,MALE,9,1961,European,FEMALE,9,1939,European,PS126,PS0H7
003601,910406,158,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003603,910406,458,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003604,910406,320,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003605,910406,518,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003606,910406,426,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003607,910406,266,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003608,910406,780,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003609,910406,135,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003610,910406,195,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003611,910406,58,Unspecified,,MALE,9,1939,UNK,FEMALE,9,1939,European,PS125,PS0H7
003612,910406,75,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003801,910605,627,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
003802,910605,33,Unspecified,,MALE,9,1961,European,FEMALE,9,1939,European,PS126,PS0H7
003803,910605,250,Unspecified,,FEMALE,9,1939,European,MALE,9,1961,European,PS0H7,PS126
014001,911128,72,Unspecified,,FEMALE,9,1916,North-east Midlands,MALE,9,1916,London,PS0CG,PS0CH
014003,911128,16,Unspecified,,FEMALE,9,1916,North-east Midlands,FEMALE,9,1961,Home Counties,PS0CG,PS0CJ
014007,911128,30,Unspecified,,FEMALE,9,1916,North-east Midlands,MALE,9,1916,London,PS0CG,PS0CH
014008,911129,79,Unspecified,,FEMALE,9,1916,North-east Midlands,FEMALE,9,1961,Home Counties,PS0CG,PS0CJ
014010,911129,43, having hair done ,,FEMALE,9,1916,North-east Midlands,MALE,9,1939,UNK,PS0CG,PS0CN
014011,911129,14, having hair done ,,FEMALE,9,1916,North-east Midlands,MALE,9,1939,UNK,PS0CG,PS0CN
014105,911130,107, walking dog ,,FEMALE,9,1961,Home Counties,FEMALE,9,1916,North-east Midlands,PS0CJ,PS0CG
014204,911203,748,Unspecified,,FEMALE,9,1916,North-east Midlands,FEMALE,9,1789,UNK,PS0CG,PS0CM
014301,911204,144,Unspecified,,FEMALE,9,1916,North-east Midlands,UNKNOWN,9,1789,UNK,PS0CG,KC9PSUNK
014305,911204,48,Unspecified,,FEMALE,9,1916,North-east Midlands,UNKNOWN,9,1789,UNK,PS0CG,PS0CR
014307,911204,925,Unspecified,,FEMALE,9,1916,North-east Midlands,MALE,9,1939,UNK,PS0CG,PS0CN
014501,911205,164,Unspecified,,FEMALE,9,1916,North-east Midlands,MALE,9,1916,London,PS0CG,PS0CH
014503,911205,34,Unspecified,,FEMALE,9,1916,North-east Midlands,FEMALE,9,1951,London,PS0CG,PS0CK
014505,911205,94,Unspecified,,FEMALE,9,1916,North-east Midlands,FEMALE,9,1951,London,PS0CG,PS0CK
014602,911206,387,Unspecified,,FEMALE,9,1916,North-east Midlands,UNKNOWN,9,1789,UNK,PS0CG,KC9PSUNK
014603,911206,61,Unspecified,,FEMALE,9,1916,North-east Midlands,UNKNOWN,9,1789,UNK,PS0CG,KC9PSUNK
011301,911202,220,Unspecified,,FEMALE,9,1961,Central south-west England,MALE,9,1961,Central south-west England,PS029,PS02A
040702,920221,526, having evening meal ,,MALE,9,1940,Central south-west England,FEMALE,9,1940,Lower south-west England,PS09E,PS09F
040704,920224,228, servicing electrical goods ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
040705,920224,554, servicing electrical goods ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
040706,920224,407, servicing electrical goods ,,MALE,9,1952,London,MALE,9,1940,Central south-west England,PS09G,PS09E
040707,920224,724, servicing electrical goods ,,MALE,9,1952,London,MALE,9,1940,Central south-west England,PS09G,PS09E
040802,920224,706, repairing tv's ,,MALE,9,1952,London,MALE,9,1940,Central south-west England,PS09G,PS09E
040803,920224,35, repairing tv's ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
040804,920224,538, repairing tv's ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
040805,920224,178, repairing video ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
040806,920224,53, repairing video ,,MALE,9,1952,London,MALE,9,1940,Central south-west England,PS09G,PS09E
040902,920226,25, taking down wall cupboard ,,MALE,9,1982,Lower south-west England,MALE,9,1940,Central south-west England,PS09M,PS09E
040906,920227,382, servicing tv's ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
040907,920227,670, servicing tv's ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
041002,920227,179, servicing televisions ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
041004,920227,167, servicing televisions ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
041005,920227,626, servicing televisions ,,MALE,9,1940,Central south-west England,MALE,9,1952,London,PS09E,PS09G
041101,920228,638, servicing televisions ,,UNKNOWN,9,1789,UNK,MALE,9,1940,Central south-west England,KC1PSUNK,PS09E
041102,920228,21, servicing televisions ,,UNKNOWN,9,1789,UNK,MALE,9,1940,Central south-west England,KC1PSUNK,PS09E
041103,920228,114, servicing televisions ,,MALE,9,1940,Central south-west England,UNKNOWN,9,1789,UNK,PS09E,KC1PSUNK
041104,920228,64, servicing televisions ,,MALE,9,1940,Central south-west England,UNKNOWN,9,1789,UNK,PS09E,KC1PSUNK
